protocol,scheme,checkpointing,file_size,chunk_size,total_chunks,channel,disruptions_configured,disruption_duration_s,completed,integrity_ok,corrupted,attempts,total_time_s,handshake_time_s,recovery_times_s,payload_bytes_sent,kex_wire_bytes,kex_cpu_ms,checkpoint_writes,checkpoint_bytes,checkpoint_overhead_ms,resumed_from_chunks,goodput_mbps,retransmission_overhead_pct,wasted_bytes,mean_recovery_s,max_recovery_s,repeat
proposed,ml-kem-768,True,16777216,65536,256,6g-d1x0.3s,1,0.3,True,True,False,5,3.1827007839999624,0.05529082999987622,0.4371,17571420,4544,13.549223999916649,34,16126,62.46662399962588,24,42.171,4.734,794204,0.4371,0.4371,2
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.128567829000076,0.02533166499983963,1.0554,19341675,128,0.3151060002437589,0,0,0.0,,32.5095,15.285,2564459,1.0554,1.0554,0
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.071797653999965,0.026403680000157692,1.0545,19276110,128,0.26734700009001244,0,0,0.0,,32.9628,14.895,2498894,1.0545,1.0545,1
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.090703046999806,0.027617112999905657,1.0586,19341675,128,0.3311120001399104,0,0,0.0,,32.8104,15.285,2564459,1.0586,1.0586,2
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.166051928000115,0.0583342120000907,1.0714,19276110,4544,13.298087999828567,0,0,0.0,,32.217,14.895,2498894,1.0714,1.0714,0
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.096426391000023,0.04310612700010097,1.0656,19144980,4544,11.408493000089948,0,0,0.0,,32.7646,14.113,2367764,1.0656,1.0656,1
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,4.113609572999849,0.05211696700007451,1.0671,19144980,4544,11.596870999937892,0,0,0.0,,32.6277,14.113,2367764,1.0671,1.0671,2
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.805621491000011,0.022514164000085657,1.0525,17243595,128,0.3098229999523028,33,15686,88.275776000728,32,35.2683,2.78,466379,1.0525,1.0525,0
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.749259286000097,0.021857465000039156,1.0540,17243595,128,0.2622750000682572,33,15685,55.492246999619965,32,35.7985,2.78,466379,1.054,1.054,1
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.781647153999984,0.024819311000101152,1.0558,17243595,128,0.26979799986293074,33,15688,57.98779200017634,32,35.4919,2.78,466379,1.0558,1.0558,2
proposed,ml-kem-768,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.8150968609998017,0.05471138600023551,1.0699,17178030,4544,11.7698530002599,33,15647,60.906383999736136,32,35.1807,2.389,400814,1.0699,1.0699,0
proposed,ml-kem-768,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.7861058819999016,0.051078799999913826,1.0688,17046900,4544,11.54646299983142,33,15654,61.17642199956208,32,35.4501,1.607,269684,1.0688,1.0688,1
proposed,ml-kem-768,True,16777216,65536,256,6g-d1x1.0s,1,1.0,True,True,False,7,3.774099987999989,0.052539121999870986,1.0695,17046900,4544,11.32852599994294,33,15653,59.127327999703994,32,35.5628,1.607,269684,1.0695,1.0695,2
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.245062204000078,0.05048998500024027,0.4264;0.6545,26619390,192,0.5330839999260206,0,0,0.0,,25.5893,58.664,9842174,0.5404,0.6545,0
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.166135461999829,0.04597404300011476,0.4209;0.6534,26488260,192,0.5167589997654431,0,0,0.0,,25.9803,57.882,9711044,0.5371,0.6534,1
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.18250111999987,0.040846768999699634,0.4247;0.6478,26750520,192,0.5777589999524935,0,0,0.0,,25.8983,59.446,9973304,0.5362,0.6478,2
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.225854221000191,0.08182038199993258,0.4327;0.6622,26357130,6816,17.662102999793206,0,0,0.0,,25.6834,57.101,9579914,0.5474,0.6622,0
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.218737280999903,0.0779085290000694,0.4345;0.6605,26422695,6816,18.498126999702436,0,0,0.0,,25.7184,57.492,9645479,0.5475,0.6605,1
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,5.2298462670000845,0.0927375089997895,0.4366;0.6644,26422695,6816,24.50110700010555,0,0,0.0,,25.6638,57.492,9645479,0.5505,0.6644,2
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.8495095200000833,0.03663732900008654,0.4192;0.6473,17768115,192,0.5621239997708471,34,16164,57.85351500071556,32;136,34.8662,5.906,990899,0.5333,0.6473,0
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.8209471160000703,0.03482629200016163,0.4198;0.6472,17899245,192,0.4385570000522421,35,16635,59.47870300019531,32;136,35.1268,6.688,1122029,0.5335,0.6472,1
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.826320732000113,0.03317248899952574,0.4197;0.6448,17899245,192,0.45455700001184596,35,16635,87.30664300014723,32;136,35.0775,6.688,1122029,0.5323,0.6448,2
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.8250113599999622,0.0819315269998242,0.4347;0.6620,17636985,6816,17.250990000093225,34,16124,69.74991799961572,32;136,35.0895,5.125,859769,0.5484,0.662,0
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.8565648930000407,0.07902518500009137,0.4344;0.6624,17636985,6816,17.61747899990951,34,16119,62.54827799989471,32;136,34.8024,5.125,859769,0.5484,0.6624,1
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x0.3s,2,0.3,True,True,False,7,3.919727425000019,0.08242096400022092,0.4361;0.6633,18227070,6816,17.267341999968266,35,16604,63.459873000510925,24;128,34.2416,8.642,1449854,0.5497,0.6633,2
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.491707442000006,0.050499877999982346,1.0598;1.2229,27012780,192,0.5017399998905603,0,0,0.0,,20.6753,61.009,10235564,1.1414,1.2229,0
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.480103251999935,0.040067945000373584,1.0592;1.2151,26947215,192,0.5228989998613542,0,0,0.0,,20.7123,60.618,10169999,1.1372,1.2151,1
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.437947938999969,0.043852017999824966,1.0585;1.2181,27012780,192,0.4941520001011668,0,0,0.0,,20.8479,61.009,10235564,1.1383,1.2181,2
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.554997456999899,0.07901371199977802,1.0684;1.2330,26619390,6816,18.337720999852536,0,0,0.0,,20.4756,58.664,9842174,1.1507,1.233,0
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.541873716999817,0.08813432900001317,1.1030;1.2359,26422695,6816,24.242182999842044,0,0,0.0,,20.5167,57.492,9645479,1.1694,1.2359,1
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,6.484737969999969,0.08194750000006934,1.0691;1.2291,26816085,6816,19.627681999963897,0,0,0.0,,20.6975,59.836,10038869,1.1491,1.2291,2
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.1190559750000375,0.0338188339997032,1.0530;1.2126,17964810,192,0.5554230003781413,35,16636,79.62800499922196,32;136,26.2192,7.079,1187594,1.1328,1.2126,0
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.033941954000056,0.03480371699993157,1.0539;1.2147,17702550,192,0.5143790001511661,34,16158,67.51930999985234,32;144,26.6625,5.515,925334,1.1343,1.2147,1
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.023935966999943,0.0379649240001072,1.0560;1.2150,17702550,192,0.4930469999635534,34,16160,117.83502400021462,32;144,26.7157,5.515,925334,1.1355,1.215,2
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.1959954989999915,0.08546262899994872,1.0695;1.2331,17833680,6816,18.11299400014832,34,16128,150.69415600032698,32;136,25.831,6.297,1056464,1.1513,1.2331,0
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.116601463000052,0.07683566499986227,1.0689;1.2277,18030375,6816,17.593261999991228,35,16604,77.91707300043527,24;136,26.2318,7.469,1253159,1.1483,1.2277,1
proposed,ml-kem-768,True,16777216,65536,256,6g-d2x1.0s,2,1.0,True,True,False,10,5.158863806999989,0.08417494900004385,1.0714;1.2316,17768115,6816,18.163007999874026,34,16129,115.99006599976747,32;136,26.0169,5.906,990899,1.1515,1.2316,2
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,7.990506718000006,0.0897374800003945,0.4259;0.6560;0.4214;0.4177,39404565,320,0.9666240002843551,0,0,0.0,,16.7971,134.87,22627349,0.4802,0.656,0
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,8.021322169999848,0.07887106399994082,0.4247;0.6532;0.4133;0.4208,39797955,320,0.8961060000274301,0,0,0.0,,16.7326,137.214,23020739,0.478,0.6532,1
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,7.971559487999912,0.08265427999981512,0.4228;0.6521;0.4200;0.4202,40060215,320,0.7959370000207855,0,0,0.0,,16.8371,138.777,23282999,0.4788,0.6521,2
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,8.01503850500012,0.14818533699963155,0.4390;0.6671;0.4299;0.4283,39339000,11360,31.151144999967073,0,0,0.0,,16.7457,134.479,22561784,0.4911,0.6671,0
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,7.9927192180000475,0.12601750899989383,0.4353;0.6614;0.4232;0.4257,39535695,11360,29.346785000143427,0,0,0.0,,16.7925,135.651,22758479,0.4864,0.6614,1
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,9,7.998266031000185,0.12602565599991067,0.4340;0.6596;0.4259;0.4253,39666825,11360,29.042204999996102,0,0,0.0,,16.7809,136.433,22889609,0.4862,0.6596,2
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.352463651999869,0.04849377000005006,0.4211;0.6464;0.4125,18161505,256,0.6516119999560033,35,16640,64.2085560009491,32;136;216,30.8372,8.251,1384289,0.4933,0.6464,0
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.299927045999993,0.048377061999644866,0.4205;0.6472;0.4128,18161505,256,0.6041820001883025,35,16635,74.32939499972235,32;128;216,31.214,8.251,1384289,0.4935,0.6472,1
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.297955129999991,0.04875170100012838,0.4215;0.6452;0.4141,18620460,256,0.6688360001589899,36,17116,64.9939369995991,32;136;216,31.2283,10.987,1843244,0.4936,0.6452,2
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.393080507999912,0.11099216899992825,0.4343;0.6622;0.4434,18489330,9088,23.561250999819094,36,17077,70.87527099906765,24;128;208,30.5521,10.205,1712114,0.5133,0.6622,0
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.417352852000022,0.10554922400024225,0.4338;0.6605;0.4283,18620460,9088,23.49142199977905,36,17078,65.72201200128802,24;128;208,30.3842,10.987,1843244,0.5075,0.6605,1
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x0.3s,4,0.3,True,True,False,8,4.374643062000132,0.108130668000058,0.4343;0.6626;0.4273,18554895,9088,23.773623999886695,36,17076,69.3235090006965,24;128;208,30.6808,10.596,1777679,0.5081,0.6626,2
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.888462864999838,0.09064931000011711,1.0612;1.2218;1.2215;1.2232,40191345,320,0.8414919996084791,0,0,0.0,,12.3266,139.559,23414129,1.1819,1.2232,0
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.896574407999879,0.08646802599969305,1.0630;1.2232;1.2160;1.2222,40388040,320,0.8017309999104327,0,0,0.0,,12.3174,140.731,23610824,1.1811,1.2232,1
baseline-tls,x25519-ecdhe,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.917455428999801,0.08945664700013367,1.0614;1.2216;1.2216;1.2207,40453605,320,0.9220549995916372,0,0,0.0,,12.2939,141.122,23676389,1.1813,1.2216,2
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.901902196000037,0.13359742100010408,1.0669;1.2288;1.2295;1.2289,39994650,11360,30.036328999813122,0,0,0.0,,12.3114,138.387,23217434,1.1885,1.2295,0
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.929245223999942,0.1344259290001446,1.0683;1.2272;1.2283;1.2345,40125780,11360,30.571990999987975,0,0,0.0,,12.2806,139.168,23348564,1.1896,1.2345,1
pq-nockpt,ml-kem-768,False,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,16,10.883140539999886,0.13973370300004717,1.0718;1.2337;1.2270;1.2293,40060215,11360,32.52351800006181,0,0,0.0,,12.3326,138.777,23282999,1.1904,1.2337,2
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.252773631000082,0.05218926400016244,1.0531;1.2162;1.2167,18030375,256,0.6015349999870523,35,16635,61.10089000071639,32;144;240,21.4653,7.469,1253159,1.162,1.2167,0
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.32975075100012,0.0516615730000467,1.0542;1.2132;1.2167,18554895,256,0.6327329999749054,36,17111,89.19257000047764,32;136;232,21.2043,10.596,1777679,1.1614,1.2167,1
classical-ckpt,x25519-ecdhe,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.248521366999967,0.05019940100032727,1.0559;1.2149;1.2146,17964810,256,0.6258719997731532,35,16637,80.7717500003946,32;144;240,21.4799,7.079,1187594,1.1618,1.2149,2
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.437175447000072,0.11067269600016516,1.0695;1.2299;1.2285,18554895,9088,25.5842300000495,36,17085,140.56285600031515,24;136;224,20.8504,10.596,1777679,1.176,1.2299,0
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.28459923399987,0.10769136300018545,1.0703;1.2291;1.2306,17636985,9088,24.152337000032276,34,16131,90.52931499968508,32;144;240,21.3566,5.125,859769,1.1767,1.2306,1
proposed,ml-kem-768,True,16777216,65536,256,6g-d4x1.0s,4,1.0,True,True,False,13,6.315246508999962,0.11493138700006966,1.0711;1.2303;1.2342,18095940,9088,23.18560200023967,35,16602,65.0611149985707,24;136;232,21.253,7.86,1318724,1.1785,1.2342,2
